age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,plus_50
28.0,2,82531.0,15,10.0,4,7,1,2,1,0.0,0.0,40.0,38,0
51.0,2,193374.0,3,2.0,2,2,0,4,1,0.0,0.0,40.0,25,0
19.0,2,323605.0,5,4.0,4,7,1,4,1,0.0,0.0,60.0,38,1
56.0,2,371064.0,6,5.0,2,7,0,4,1,0.0,0.0,40.0,38,0
20.0,2,39927.0,11,9.0,4,7,1,4,1,0.0,0.0,8.0,38,0
22.0,2,64292.0,15,10.0,4,0,3,4,0,0.0,0.0,37.0,38,0
33.0,2,198660.0,11,9.0,2,6,0,4,1,99999.0,0.0,56.0,38,1
22.0,2,210165.0,15,10.0,4,2,1,4,1,0.0,0.0,50.0,38,0
68.0,2,144137.0,15,10.0,0,8,2,4,0,0.0,0.0,30.0,38,0
56.0,1,155657.0,9,13.0,0,3,4,4,0,0.0,0.0,40.0,38,0
69.0,4,107548.0,6,5.0,2,0,0,4,1,0.0,0.0,40.0,38,0
41.0,2,163258.0,9,13.0,4,12,1,4,1,0.0,0.0,40.0,38,0
33.0,2,221324.0,11,9.0,4,6,4,2,0,0.0,0.0,40.0,38,0
18.0,2,444822.0,1,7.0,4,11,3,4,0,0.0,0.0,8.0,25,0
17.0,2,154398.0,1,7.0,4,7,3,2,1,0.0,0.0,16.0,13,0
31.0,2,120672.0,1,7.0,0,5,2,2,1,0.0,1721.0,40.0,38,0
50.0,2,159650.0,15,10.0,2,12,0,4,1,0.0,0.0,60.0,38,1
62.0,2,290754.0,0,6.0,6,5,1,4,0,0.0,0.0,40.0,38,0
41.0,2,49654.0,11,9.0,0,0,4,4,0,0.0,0.0,52.0,38,0
20.0,0,147352.0,11,9.0,4,7,1,4,0,0.0,0.0,40.0,38,0
23.0,2,227943.0,7,12.0,4,11,3,4,1,0.0,0.0,30.0,38,0
18.0,2,423024.0,11,9.0,4,7,1,4,1,0.0,0.0,20.0,38,0
42.0,2,445940.0,6,5.0,2,2,0,4,1,0.0,0.0,40.0,25,0
23.0,2,230824.0,9,13.0,4,9,1,4,1,0.0,0.0,40.0,38,0
43.0,2,48882.0,11,9.0,0,0,2,4,0,0.0,0.0,40.0,38,0
47.0,2,168195.0,11,9.0,2,11,0,4,1,0.0,0.0,55.0,38,0
53.0,1,188644.0,4,3.0,2,7,0,4,1,0.0,0.0,40.0,25,0
28.0,2,136077.0,0,6.0,4,5,1,4,1,0.0,0.0,40.0,38,0
28.0,5,119793.0,15,10.0,2,10,0,4,1,0.0,0.0,40.0,38,0
44.0,2,336513.0,15,10.0,2,9,0,4,1,0.0,0.0,45.0,38,0
58.0,2,186991.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
26.0,2,211435.0,11,9.0,4,6,4,4,0,0.0,0.0,40.0,38,0
36.0,4,280169.0,15,10.0,2,4,0,4,1,3456.0,0.0,8.0,38,0
27.0,2,109997.0,11,9.0,0,7,1,4,0,0.0,0.0,40.0,38,0
39.0,2,286789.0,10,16.0,2,3,0,4,1,0.0,0.0,45.0,38,1
25.0,2,102460.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,0
17.0,2,287160.0,1,7.0,4,7,3,4,0,0.0,0.0,15.0,38,0
39.0,2,198097.0,9,13.0,0,3,1,4,1,0.0,0.0,50.0,38,0
52.0,2,119111.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
24.0,2,174461.0,9,13.0,4,11,1,4,0,0.0,0.0,50.0,38,0
26.0,4,281678.0,8,11.0,2,4,0,4,1,0.0,0.0,55.0,38,0
32.0,2,151053.0,11,9.0,2,5,0,4,1,0.0,0.0,40.0,38,1
49.0,1,186539.0,12,14.0,2,10,0,4,1,0.0,0.0,40.0,38,1
40.0,2,198452.0,1,7.0,2,4,0,4,1,0.0,0.0,40.0,38,0
52.0,2,198863.0,14,15.0,0,3,1,4,1,0.0,2559.0,60.0,38,1
33.0,2,176711.0,11,9.0,4,0,1,4,1,0.0,0.0,40.0,38,0
19.0,2,165310.0,11,9.0,2,6,2,4,1,0.0,0.0,20.0,38,0
37.0,2,213008.0,8,11.0,2,9,0,4,1,0.0,0.0,40.0,23,0
21.0,5,38251.0,15,10.0,4,12,3,4,0,0.0,0.0,20.0,38,0
33.0,2,125761.0,15,10.0,4,0,1,4,1,0.0,0.0,36.0,38,0
28.0,2,148645.0,7,12.0,0,9,1,4,0,0.0,0.0,40.0,38,0
48.0,2,273435.0,11,9.0,2,2,0,4,1,0.0,1579.0,40.0,38,0
43.0,2,208613.0,9,13.0,5,12,1,4,1,0.0,0.0,40.0,38,0
32.0,2,192565.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
28.0,2,183885.0,11,9.0,4,7,3,4,1,0.0,0.0,30.0,38,0
47.0,4,243631.0,9,13.0,2,9,0,1,1,0.0,0.0,40.0,34,0
37.0,2,191754.0,9,13.0,2,0,0,4,1,0.0,0.0,50.0,38,1
26.0,2,261278.0,15,10.0,5,11,2,2,1,0.0,0.0,30.0,38,0
55.0,2,127014.0,11,9.0,2,7,0,4,1,0.0,0.0,60.0,38,0
40.0,2,197919.0,7,12.0,0,11,4,4,0,0.0,0.0,40.0,38,0
31.0,2,217460.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
39.0,2,86551.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,1
54.0,3,98051.0,15,10.0,2,11,0,4,1,0.0,0.0,54.0,38,1
38.0,2,215917.0,15,10.0,2,11,0,1,1,0.0,0.0,40.0,29,0
53.0,4,192982.0,11,9.0,2,4,0,4,1,0.0,0.0,85.0,38,0
27.0,4,334132.0,7,12.0,4,9,1,4,0,0.0,0.0,78.0,38,0
42.0,2,136986.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
62.0,2,116812.0,15,10.0,0,0,1,4,0,0.0,0.0,40.0,38,0
47.0,2,189123.0,1,7.0,2,0,0,4,1,0.0,1485.0,58.0,38,0
26.0,2,89648.0,9,13.0,4,3,1,4,0,0.0,0.0,50.0,38,0
59.0,2,99248.0,15,10.0,0,7,1,4,1,0.0,0.0,40.0,38,0
42.0,2,57600.0,11,9.0,0,9,1,4,0,0.0,0.0,45.0,38,0
25.0,2,199224.0,9,13.0,2,9,0,4,1,0.0,0.0,45.0,38,1
58.0,2,140363.0,11,9.0,0,11,1,4,1,0.0,0.0,36.0,38,0
30.0,2,308812.0,15,10.0,4,11,1,4,0,0.0,0.0,60.0,38,0
21.0,2,275421.0,15,10.0,4,2,3,4,0,0.0,0.0,40.0,38,0
61.0,2,213321.0,11,9.0,2,10,0,4,1,0.0,0.0,40.0,38,0
33.0,2,157747.0,7,12.0,2,5,0,4,1,0.0,0.0,40.0,38,0
51.0,2,182314.0,12,14.0,2,12,0,4,1,0.0,0.0,40.0,38,1
70.0,2,220589.0,15,10.0,6,3,1,4,0,0.0,0.0,12.0,38,0
29.0,4,189346.0,15,10.0,0,2,1,4,1,2202.0,0.0,50.0,38,0
46.0,2,124071.0,12,14.0,6,9,1,4,0,0.0,0.0,44.0,38,0
35.0,0,20469.0,15,10.0,0,3,4,1,0,0.0,0.0,40.0,29,0
31.0,2,154227.0,11,9.0,2,2,0,4,1,0.0,0.0,43.0,38,1
37.0,2,105044.0,15,10.0,2,3,0,4,1,0.0,0.0,42.0,38,1
43.0,2,35910.0,15,10.0,2,11,0,4,1,0.0,0.0,43.0,38,1
23.0,2,189203.0,11,9.0,4,11,1,4,1,0.0,0.0,40.0,38,0
41.0,2,116493.0,11,9.0,0,2,1,4,1,13550.0,0.0,44.0,38,1
42.0,1,19700.0,9,13.0,2,9,5,4,0,0.0,0.0,50.0,38,1
26.0,2,48718.0,0,6.0,4,0,1,4,0,2907.0,0.0,40.0,38,0
45.0,2,106113.0,15,10.0,2,3,0,4,1,0.0,0.0,40.0,38,1
25.0,2,256263.0,7,12.0,2,11,0,4,1,0.0,0.0,40.0,38,0
38.0,2,120074.0,9,13.0,2,6,0,4,1,0.0,0.0,50.0,38,1
28.0,2,122922.0,11,9.0,4,3,1,4,0,0.0,0.0,50.0,38,0
68.0,4,116903.0,8,11.0,2,9,0,4,1,0.0,2149.0,40.0,38,0
42.0,1,222596.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,1
35.0,2,107302.0,12,14.0,2,11,0,4,1,0.0,0.0,40.0,18,0
36.0,2,156400.0,15,10.0,0,0,4,4,0,0.0,0.0,40.0,38,0
33.0,2,53373.0,11,9.0,2,2,0,4,1,0.0,0.0,35.0,38,0
22.0,2,58916.0,15,10.0,4,0,1,4,0,0.0,0.0,30.0,38,0
45.0,1,167159.0,9,13.0,2,10,0,4,1,0.0,0.0,50.0,38,1
24.0,2,283806.0,15,10.0,4,7,1,4,0,0.0,0.0,40.0,38,0
36.0,1,61778.0,11,9.0,2,9,0,4,1,15024.0,0.0,40.0,38,1
41.0,2,33310.0,11,9.0,4,0,1,4,0,0.0,0.0,40.0,38,0
26.0,4,202560.0,15,10.0,4,9,3,4,0,0.0,0.0,35.0,38,0
25.0,4,60828.0,15,10.0,4,4,3,4,0,0.0,0.0,50.0,38,0
53.0,5,153486.0,15,10.0,2,4,0,4,1,0.0,0.0,50.0,38,0
28.0,1,167536.0,7,12.0,6,9,4,4,1,0.0,0.0,40.0,38,0
30.0,1,370990.0,12,14.0,4,9,1,4,0,0.0,0.0,40.0,38,0
38.0,4,198867.0,1,7.0,2,2,0,4,1,0.0,0.0,40.0,38,0
37.0,1,174924.0,15,10.0,0,10,4,4,1,0.0,0.0,48.0,10,0
30.0,2,175856.0,12,14.0,2,9,0,4,1,0.0,0.0,38.0,38,0
31.0,2,220690.0,15,10.0,0,2,1,4,1,0.0,0.0,80.0,38,0
36.0,2,160035.0,11,9.0,2,2,0,4,1,3908.0,0.0,55.0,38,0
59.0,4,116878.0,11,9.0,2,3,0,4,1,0.0,0.0,60.0,11,0
33.0,4,134737.0,11,9.0,2,2,0,4,1,0.0,0.0,35.0,38,0
29.0,2,81648.0,11,9.0,2,11,0,4,1,0.0,1887.0,55.0,38,1
49.0,5,122177.0,15,10.0,2,6,0,4,1,0.0,0.0,40.0,38,1
50.0,0,69614.0,0,6.0,5,2,1,4,1,0.0,0.0,56.0,38,0
33.0,2,112115.0,9,13.0,2,3,0,4,1,0.0,1902.0,45.0,38,1
28.0,2,299422.0,5,4.0,2,5,0,4,1,0.0,0.0,40.0,25,0
24.0,2,112854.0,15,10.0,4,12,1,4,0,0.0,0.0,16.0,38,0
32.0,4,33417.0,15,10.0,2,2,0,4,1,0.0,0.0,50.0,38,0
47.0,0,224559.0,11,9.0,2,13,0,2,1,0.0,0.0,40.0,38,1
24.0,2,357028.0,15,10.0,4,3,3,4,1,0.0,0.0,40.0,38,0
37.0,1,51158.0,15,10.0,2,12,5,4,0,7298.0,0.0,36.0,38,1
51.0,2,186303.0,9,13.0,2,11,0,4,1,0.0,0.0,40.0,38,1
52.0,2,127749.0,11,9.0,2,13,0,4,1,0.0,0.0,50.0,38,0
22.0,2,291386.0,15,10.0,4,0,1,4,0,0.0,0.0,40.0,38,0
28.0,2,138054.0,7,12.0,4,7,1,3,1,0.0,0.0,40.0,38,0
47.0,4,174533.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
43.0,2,200835.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
25.0,2,108658.0,11,9.0,4,3,1,4,1,0.0,0.0,45.0,38,0
43.0,2,180985.0,15,10.0,2,13,0,4,1,0.0,0.0,60.0,38,1
25.0,2,34803.0,9,13.0,4,3,3,4,0,0.0,0.0,20.0,38,0
59.0,2,75867.0,12,14.0,2,9,0,4,1,0.0,0.0,60.0,38,0
29.0,2,156819.0,7,12.0,0,9,4,4,0,0.0,0.0,35.0,38,0
30.0,2,61272.0,6,5.0,2,6,5,4,0,0.0,0.0,40.0,31,0
24.0,2,39827.0,15,10.0,2,6,5,3,0,0.0,0.0,40.0,32,0
38.0,2,130007.0,9,13.0,4,7,1,4,1,0.0,0.0,40.0,38,0
37.0,4,80324.0,11,9.0,2,3,0,4,1,0.0,0.0,60.0,38,1
26.0,2,322614.0,13,1.0,3,6,1,4,1,0.0,1719.0,40.0,25,0
30.0,2,140869.0,11,9.0,4,7,4,4,0,0.0,0.0,40.0,38,0
73.0,1,181902.0,12,14.0,2,9,0,4,1,0.0,0.0,10.0,30,1
30.0,2,287908.0,11,9.0,2,6,0,2,1,0.0,0.0,40.0,38,0
33.0,2,309630.0,11,9.0,2,7,0,4,1,0.0,0.0,40.0,38,0
46.0,2,28225.0,15,10.0,2,13,0,4,1,0.0,0.0,58.0,38,0
18.0,2,39222.0,1,7.0,4,7,3,4,1,0.0,0.0,40.0,38,0
22.0,2,122272.0,11,9.0,4,0,3,4,0,0.0,0.0,40.0,38,0
50.0,3,198400.0,11,9.0,2,11,0,2,1,0.0,0.0,60.0,38,0
39.0,3,283338.0,9,13.0,2,3,0,4,1,7298.0,0.0,40.0,38,1
22.0,2,208946.0,15,10.0,4,11,3,4,1,0.0,0.0,40.0,38,0
33.0,2,348416.0,11,9.0,4,0,4,2,0,0.0,0.0,40.0,38,0
31.0,2,379046.0,11,9.0,4,5,3,1,0,0.0,0.0,40.0,39,0
29.0,2,183887.0,9,13.0,4,0,3,4,1,0.0,0.0,40.0,38,0
38.0,4,127961.0,15,10.0,2,6,0,4,1,0.0,0.0,45.0,38,1
24.0,2,211129.0,9,13.0,4,11,3,4,0,0.0,0.0,35.0,38,0
29.0,1,187649.0,11,9.0,5,10,2,4,0,0.0,0.0,40.0,38,0
49.0,0,94754.0,12,14.0,2,0,0,4,1,0.0,0.0,40.0,38,1
33.0,2,231826.0,5,4.0,2,6,0,4,1,0.0,0.0,40.0,25,0
28.0,2,142764.0,11,9.0,4,6,1,4,1,0.0,0.0,48.0,38,0
22.0,2,126822.0,9,13.0,4,0,3,4,0,0.0,0.0,60.0,38,0
37.0,2,188069.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
30.0,2,284395.0,11,9.0,2,2,0,4,1,0.0,0.0,50.0,38,0
49.0,2,31267.0,5,4.0,2,2,0,4,1,0.0,0.0,40.0,38,0
29.0,2,161444.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,3,0
25.0,2,144483.0,11,9.0,5,3,4,4,0,0.0,0.0,40.0,38,0
36.0,2,133655.0,11,9.0,3,0,4,4,0,0.0,0.0,40.0,38,0
36.0,5,112074.0,10,16.0,4,9,1,4,1,0.0,0.0,45.0,38,0
21.0,2,249727.0,11,9.0,4,7,3,4,1,0.0,0.0,22.0,38,0
18.0,2,165754.0,15,10.0,4,7,3,4,0,0.0,0.0,30.0,38,0
30.0,1,172822.0,8,11.0,4,10,1,4,1,0.0,0.0,40.0,38,0
44.0,2,288433.0,15,10.0,4,0,3,2,0,0.0,0.0,40.0,38,0
40.0,2,33331.0,15,10.0,2,13,0,4,1,0.0,0.0,50.0,38,0
43.0,2,168071.0,11,9.0,2,3,0,4,1,0.0,0.0,44.0,38,0
45.0,2,207277.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1
29.0,2,130620.0,15,10.0,3,11,3,1,0,0.0,0.0,26.0,18,0
40.0,2,136244.0,15,10.0,2,0,5,4,0,0.0,0.0,40.0,38,0
43.0,2,972354.0,15,10.0,2,7,0,4,1,0.0,0.0,48.0,38,0
20.0,2,245297.0,15,10.0,4,7,1,4,0,0.0,0.0,20.0,38,0
32.0,5,71151.0,9,13.0,2,12,0,4,1,0.0,0.0,20.0,38,0
19.0,2,118352.0,15,10.0,4,7,3,4,0,0.0,0.0,16.0,38,0
21.0,2,117210.0,11,9.0,4,6,3,4,1,0.0,0.0,40.0,38,0
23.0,2,120068.0,8,11.0,2,5,0,4,1,0.0,0.0,40.0,38,0
24.0,2,48343.0,1,7.0,4,7,1,2,0,0.0,0.0,40.0,38,0
52.0,2,84451.0,8,11.0,0,7,1,4,1,0.0,0.0,32.0,38,0
19.0,2,281704.0,15,10.0,4,7,1,4,1,0.0,0.0,35.0,38,0
54.0,2,123011.0,15,10.0,2,11,0,4,1,0.0,0.0,45.0,38,1
50.0,2,104729.0,11,9.0,0,6,2,4,0,0.0,0.0,48.0,38,0
29.0,2,110134.0,15,10.0,0,6,1,4,1,0.0,0.0,40.0,38,0
17.0,2,186067.0,0,6.0,4,12,3,4,1,0.0,0.0,10.0,38,0
47.0,2,214702.0,11,9.0,0,7,4,4,0,0.0,0.0,37.0,32,0
46.0,2,384795.0,9,13.0,0,9,4,2,0,0.0,0.0,32.0,38,0
30.0,2,175931.0,15,10.0,2,5,0,4,1,0.0,0.0,44.0,38,0
58.0,2,366324.0,15,10.0,2,7,5,4,0,0.0,0.0,30.0,38,0
48.0,2,118717.0,9,13.0,0,9,1,2,0,0.0,0.0,40.0,38,0
23.0,2,219835.0,15,10.0,4,10,3,4,1,0.0,0.0,40.0,25,0
23.0,2,176486.0,8,11.0,4,0,3,4,0,0.0,0.0,36.0,38,0
45.0,2,273435.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
20.0,2,182661.0,15,10.0,4,11,3,2,1,0.0,0.0,20.0,38,0
26.0,2,212304.0,5,4.0,4,6,3,4,1,0.0,0.0,48.0,38,0
50.0,1,133963.0,9,13.0,4,9,3,4,0,0.0,0.0,40.0,38,1
49.0,2,165152.0,11,9.0,2,11,0,4,1,0.0,0.0,48.0,38,1
26.0,2,274724.0,15,10.0,4,7,2,4,1,0.0,0.0,40.0,26,0
47.0,2,196707.0,14,15.0,0,0,1,4,1,0.0,0.0,40.0,38,0
31.0,2,213002.0,2,8.0,4,11,1,4,1,4650.0,0.0,50.0,38,0
35.0,2,148581.0,11,9.0,2,2,0,4,1,0.0,1740.0,40.0,38,0
46.0,2,459189.0,15,10.0,2,2,0,4,1,0.0,1902.0,50.0,38,1
28.0,4,214689.0,1,7.0,4,2,1,4,1,0.0,0.0,40.0,38,0
58.0,2,289364.0,15,10.0,2,3,0,4,1,7688.0,0.0,45.0,38,1
21.0,2,174907.0,11,9.0,4,0,3,4,0,0.0,0.0,40.0,38,0
50.0,4,348099.0,0,6.0,0,11,1,4,0,0.0,0.0,50.0,38,0
31.0,2,31600.0,9,13.0,4,9,1,4,0,0.0,0.0,40.0,38,0
31.0,4,286282.0,9,13.0,2,0,5,4,0,0.0,0.0,20.0,38,0
35.0,4,181705.0,11,9.0,2,2,0,4,1,3103.0,0.0,40.0,38,1
33.0,2,238912.0,10,16.0,2,9,0,4,1,0.0,0.0,60.0,38,1
34.0,2,134737.0,12,14.0,2,9,0,4,1,7688.0,0.0,55.0,38,1
37.0,2,197429.0,11,9.0,2,5,0,4,1,0.0,0.0,45.0,38,1
48.0,2,47343.0,12,14.0,2,9,0,4,1,0.0,0.0,40.0,38,1
34.0,0,67083.0,9,13.0,4,3,4,1,1,1471.0,0.0,40.0,0,0
24.0,2,249957.0,15,10.0,4,3,3,4,1,0.0,0.0,40.0,38,0
55.0,2,175942.0,11,9.0,0,8,1,4,0,0.0,0.0,40.0,9,0
50.0,2,192982.0,11,9.0,2,12,0,4,1,0.0,1848.0,40.0,38,1
40.0,2,209547.0,9,13.0,2,11,0,4,1,0.0,1977.0,60.0,38,1
33.0,2,142675.0,9,13.0,4,5,1,4,1,0.0,0.0,30.0,38,0
51.0,0,190333.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,0
30.0,2,196396.0,15,10.0,4,6,1,4,1,0.0,0.0,40.0,38,0
41.0,2,166740.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
47.0,1,174533.0,8,11.0,2,3,0,4,1,0.0,0.0,40.0,38,1
37.0,2,118486.0,9,13.0,5,9,4,4,0,4934.0,0.0,32.0,38,1
40.0,2,144067.0,8,11.0,2,2,0,4,1,0.0,0.0,40.0,38,0
36.0,2,106964.0,11,9.0,2,6,0,4,1,0.0,0.0,40.0,38,0
37.0,2,178136.0,11,9.0,2,6,0,2,1,0.0,0.0,40.0,38,0
38.0,2,196554.0,14,15.0,5,9,1,4,1,0.0,0.0,35.0,38,1
40.0,4,403550.0,15,10.0,2,2,0,4,1,0.0,0.0,50.0,38,0
35.0,2,498216.0,9,13.0,0,3,4,4,0,0.0,0.0,40.0,38,0
47.0,4,192755.0,11,9.0,2,6,5,4,0,0.0,0.0,20.0,38,1
33.0,2,156192.0,12,14.0,2,9,0,4,1,0.0,0.0,45.0,38,1
45.0,2,189802.0,15,10.0,0,0,1,4,0,0.0,0.0,40.0,38,0
35.0,4,179171.0,11,9.0,4,11,4,2,0,0.0,0.0,38.0,10,0
32.0,2,77634.0,1,7.0,2,0,0,4,1,0.0,0.0,45.0,38,0
23.0,2,189830.0,15,10.0,2,7,0,2,1,0.0,0.0,50.0,38,0
19.0,2,127190.0,11,9.0,4,7,3,4,0,0.0,0.0,15.0,38,0
20.0,2,138107.0,11,9.0,4,5,3,2,1,0.0,0.0,35.0,38,0
44.0,3,269733.0,9,13.0,2,11,0,4,1,0.0,0.0,30.0,38,0
41.0,5,227734.0,11,9.0,2,0,0,4,1,3464.0,0.0,40.0,38,0
19.0,2,318822.0,15,10.0,4,0,2,4,0,0.0,0.0,40.0,38,0
48.0,2,48885.0,11,9.0,0,7,1,4,0,0.0,0.0,35.0,38,0
45.0,2,205424.0,15,10.0,2,11,0,4,1,0.0,0.0,65.0,38,1
40.0,2,173858.0,5,4.0,2,7,0,1,1,0.0,0.0,42.0,0,0
34.0,2,202450.0,11,9.0,2,2,0,4,1,0.0,0.0,55.0,38,1
20.0,2,154779.0,15,10.0,4,11,2,3,0,0.0,0.0,40.0,38,0
33.0,2,180551.0,15,10.0,5,0,4,4,0,0.0,0.0,40.0,38,0
30.0,2,177522.0,11,9.0,2,0,3,4,0,0.0,0.0,20.0,38,0
23.0,2,277328.0,15,10.0,4,5,3,4,1,0.0,0.0,32.0,4,0
34.0,2,112584.0,0,6.0,0,7,4,4,0,0.0,0.0,38.0,38,0
48.0,5,85384.0,15,10.0,2,2,0,4,1,0.0,0.0,40.0,38,1
42.0,2,69019.0,15,10.0,2,2,0,2,1,0.0,0.0,40.0,38,1
22.0,2,112847.0,11,9.0,4,0,3,1,1,0.0,0.0,40.0,38,0
60.0,4,52900.0,11,9.0,2,2,0,4,1,0.0,0.0,42.0,38,1
42.0,2,37937.0,9,13.0,2,3,0,4,1,0.0,0.0,55.0,38,1
45.0,2,59380.0,9,13.0,5,3,1,4,0,0.0,0.0,55.0,38,0
47.0,2,114770.0,11,9.0,0,7,3,4,0,0.0,0.0,32.0,38,0
29.0,2,216481.0,12,14.0,2,3,5,4,0,0.0,0.0,40.0,38,1
34.0,2,176469.0,9,13.0,4,11,1,4,1,0.0,0.0,38.0,38,0
34.0,2,176831.0,9,13.0,0,9,4,4,0,0.0,0.0,40.0,38,1
39.0,0,410034.0,11,9.0,2,0,0,4,1,0.0,0.0,40.0,38,0
29.0,2,93662.0,15,10.0,0,9,4,4,0,0.0,0.0,24.0,38,0
42.0,3,144236.0,15,10.0,4,11,1,4,1,0.0,0.0,60.0,38,0
48.0,2,240917.0,1,7.0,5,7,1,2,0,0.0,0.0,35.0,38,0
53.0,2,608184.0,9,13.0,2,3,0,2,1,0.0,1902.0,40.0,38,1
51.0,2,243361.0,15,10.0,6,0,4,4,0,0.0,0.0,45.0,38,0
44.0,4,35166.0,9,13.0,2,4,0,4,1,0.0,0.0,90.0,38,0
46.0,3,182655.0,8,11.0,2,3,0,4,1,0.0,0.0,60.0,38,1
51.0,2,142717.0,10,16.0,0,2,1,4,0,4787.0,0.0,60.0,38,1
32.0,2,272944.0,15,10.0,4,2,1,4,0,0.0,0.0,40.0,38,0
24.0,2,228686.0,15,10.0,4,7,1,4,1,0.0,0.0,45.0,38,0
33.0,2,236818.0,8,11.0,4,9,4,2,0,0.0,0.0,26.0,38,0
47.0,4,117865.0,11,9.0,1,2,0,4,1,0.0,0.0,90.0,38,0
64.0,4,106538.0,12,14.0,0,9,1,4,1,0.0,0.0,50.0,38,0
62.0,2,153891.0,9,13.0,2,3,0,4,1,0.0,0.0,50.0,38,1
52.0,2,190909.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,1
39.0,2,191002.0,11,9.0,4,11,1,4,0,0.0,0.0,40.0,30,0
42.0,2,89073.0,11,9.0,2,9,0,4,1,0.0,0.0,48.0,38,0
38.0,0,238342.0,9,13.0,2,11,0,4,1,7688.0,0.0,42.0,38,1
55.0,2,259532.0,5,4.0,2,13,0,4,1,0.0,0.0,50.0,38,0
42.0,2,132481.0,7,12.0,0,9,1,4,0,0.0,0.0,24.0,38,0
30.0,2,205659.0,7,12.0,2,3,5,4,0,0.0,0.0,50.0,36,1
32.0,2,182323.0,6,5.0,2,2,0,4,1,0.0,0.0,40.0,38,0
50.0,0,166419.0,1,7.0,4,11,1,2,0,3674.0,0.0,40.0,38,0
27.0,2,152246.0,11,9.0,4,6,3,1,1,0.0,0.0,40.0,29,0
47.0,2,155659.0,11,9.0,2,3,0,4,1,0.0,0.0,60.0,38,0
33.0,2,155198.0,6,5.0,0,6,1,4,1,0.0,0.0,35.0,38,0
48.0,4,100931.0,15,10.0,4,0,1,4,1,0.0,0.0,40.0,38,0
23.0,2,162945.0,5,4.0,4,7,3,4,1,0.0,0.0,35.0,38,0
31.0,0,334346.0,9,13.0,2,3,0,4,1,0.0,0.0,40.0,38,1
26.0,2,181597.0,15,10.0,2,6,0,2,1,0.0,0.0,40.0,38,0
61.0,4,133969.0,11,9.0,2,11,0,1,1,0.0,0.0,63.0,34,0
50.0,2,210217.0,9,13.0,0,11,4,2,1,0.0,0.0,40.0,38,0
49.0,2,169711.0,8,11.0,2,9,0,4,1,0.0,0.0,40.0,10,1
19.0,2,271521.0,11,9.0,4,7,2,1,1,0.0,0.0,24.0,38,0
18.0,2,51255.0,1,7.0,4,5,3,4,1,0.0,0.0,15.0,38,0
44.0,4,26669.0,7,12.0,2,7,5,4,0,0.0,0.0,99.0,38,0
54.0,2,194580.0,8,11.0,2,11,0,4,1,0.0,0.0,50.0,38,0
35.0,5,177974.0,11,9.0,2,10,0,4,1,0.0,0.0,40.0,38,1
27.0,5,315640.0,12,14.0,4,9,1,1,1,0.0,0.0,20.0,2,0
50.0,3,136913.0,11,9.0,2,4,0,4,1,0.0,0.0,50.0,38,0
43.0,5,230961.0,11,9.0,2,2,0,4,1,0.0,0.0,40.0,38,0
28.0,2,167062.0,15,10.0,0,0,4,4,1,0.0,0.0,40.0,38,0
47.0,2,120131.0,11,9.0,2,3,0,4,1,0.0,0.0,40.0,38,0
21.0,2,243368.0,13,1.0,4,4,1,4,1,0.0,0.0,50.0,25,0
30.0,2,171876.0,14,15.0,4,9,1,4,0,0.0,0.0,45.0,38,0
19.0,2,136866.0,11,9.0,4,2,3,4,1,0.0,0.0,45.0,38,0
40.0,2,316820.0,15,10.0,2,7,0,4,1,0.0,1485.0,40.0,38,0
55.0,2,185459.0,12,14.0,2,11,0,4,1,0.0,0.0,50.0,38,1
31.0,2,43716.0,8,11.0,0,6,4,4,1,0.0,0.0,43.0,38,0
30.0,2,220939.0,8,11.0,0,3,1,4,1,0.0,0.0,40.0,38,0
51.0,0,40808.0,9,13.0,4,9,1,0,0,0.0,0.0,43.0,38,0
34.0,2,183473.0,11,9.0,0,13,3,4,0,0.0,0.0,40.0,38,0
59.0,2,108496.0,12,14.0,2,3,0,4,1,0.0,0.0,45.0,38,1
50.0,2,204838.0,11,9.0,0,3,4,4,0,0.0,0.0,38.0,38,0
29.0,2,132686.0,11,9.0,0,6,4,4,1,0.0,0.0,40.0,38,0
17.0,5,117906.0,0,6.0,4,4,3,4,1,0.0,0.0,40.0,38,0
